,type,name,url,poster,description,review,IMDB,contentRating,genre,datePublished,keywords,duration,actor,director,creator,RottenTomatoes Audience Score,RottenTomatoes Tomato Meter
327,Movie,Black Sea,https://www.imdb.comhttps://www.imdb.com/title/tt2261331/,https://m.media-amazon.com/images/M/MV5BMjMyNzI1ODA3OF5BMl5BanBnXkFtZTgwMTI5OTczMzE@._V1_.jpg,0,"{'author': 'bob-rutzel-239-525430', 'dateCreated': '2015-06-18', 'inLanguage': 'English', 'heading': 'Some holes, but still a good sub story', 'reviewBody': None, 'reviewRating': {'worstRating': 1, 'bestRating': 10, 'ratingValue': 7}}",3.2,R,"['Adventure', 'Drama', 'Thriller']",2014-12-05,"submarine,sea,gold,black sea,drive shaft",PT1H54M,"[{'name': 'Jude Law', 'url': 'https://www.imdb.com/name/nm0000179/'}, {'name': 'Scoot McNairy', 'url': 'https://www.imdb.com/name/nm1058940/'}, {'name': 'Ben Mendelsohn', 'url': 'https://www.imdb.com/name/nm0578853/'}]","[{'name': 'Kevin Macdonald', 'url': 'https://www.imdb.com/name/nm0531817/'}]","[{'name': 'Dennis Kelly', 'url': 'https://www.imdb.com/name/nm2393111/'}]",2.95,4.0
30,Movie,Blood & Gold,https://www.imdb.comhttps://www.imdb.com/title/tt18073328/,https://m.media-amazon.com/images/M/MV5BOTVlMDI5NDMtOGE1Zi00ZmEwLTg3NDQtMzgxOWNkNWE5YmE2XkEyXkFqcGdeQXVyMTEzMTI1Mjk3._V1_.jpg,0,"{'author': 'amazon-36754', 'dateCreated': '2023-05-27', 'inLanguage': 'English', 'heading': 'Simple Plot perfectly executed', 'reviewBody': None, 'reviewRating': {'worstRating': 1, 'bestRating': 10, 'ratingValue': 8}}",3.25,TV-MA,"['Action', 'Drama', 'War']",2023-05-26,"world war two,soldier,1940s,year 1945,timeframe 1940s",PT1H38M,"[{'name': 'Robert Maaser', 'url': 'https://www.imdb.com/name/nm4130813/'}, {'name': 'Jördis Triebel', 'url': 'https://www.imdb.com/name/nm1935952/'}, {'name': 'Alexander Scheer', 'url': 'https://www.imdb.com/name/nm0770449/'}]","[{'name': 'Peter Thorwarth', 'url': 'https://www.imdb.com/name/nm0861826/'}]","[{'name': 'Stefan Barth', 'url': 'https://www.imdb.com/name/nm1112838/'}, {'name': 'Peter Thorwarth', 'url': 'https://www.imdb.com/name/nm0861826/'}]",2.5,2.9
328,Movie,Blood Red Sky,https://www.imdb.comhttps://www.imdb.com/title/tt6402468/,https://m.media-amazon.com/images/M/MV5BMDQ0MWEzMDEtMGZmNC00NjQ0LWJlNDItZDMyNDc5MmFkODJjXkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_.jpg,A woman with a mysterious illness is forced into action when a group of terrorists attempt to hijack a transatlantic overnight flight.,"{'author': 'deloudelouvain', 'dateCreated': '2021-08-22', 'inLanguage': 'English', 'heading': 'Don&apos;t read the reviews or plot before watching it.', 'reviewBody': 'I had the bad idea of reading reviews before watching Blood Red Sky so the surprise wasn&apos;t total for me. My wife on the other hand had no clue what the story was about so she got that nice twist in the movie (a little bit like From Dusk Till Dawn). Blood Red Sky is not of the same quality as Quentin Tarantino&apos;s movie but it&apos;s certainly worth watching. Nice make-up, decent acting, and a good surprising story. I agree that the first half was better than the ending but overal I can&apos;t be disappointed by this movie which I enjoyed from beginning till the end and I&apos;m certain a lot of people that like the horror genre will do as well.', 'reviewRating': {'worstRating': 1, 'bestRating': 10, 'ratingValue': 7}}",3.05,18+,"['Action', 'Adventure', 'Drama']",2021-07-23,"vampire,violence,hostage situation,plane hijacking,terrorism",PT2H1M,"[{'name': 'Peri Baumeister', 'url': 'https://www.imdb.com/name/nm3973870/'}, {'name': 'Carl Anton Koch', 'url': 'https://www.imdb.com/name/nm10820204/'}, {'name': 'Alexander Scheer', 'url': 'https://www.imdb.com/name/nm0770449/'}]","[{'name': 'Peter Thorwarth', 'url': 'https://www.imdb.com/name/nm0861826/'}]","[{'name': 'Peter Thorwarth', 'url': 'https://www.imdb.com/name/nm0861826/'}, {'name': 'Stefan Holtz', 'url': 'https://www.imdb.com/name/nm0392668/'}]",2.85,4.0
329,Movie,Blue Valentine,https://www.imdb.comhttps://www.imdb.com/title/tt1120985/,https://m.media-amazon.com/images/M/MV5BMTU4MTQ2MzA1Ml5BMl5BanBnXkFtZTcwODE3NTgwNA@@._V1_.jpg,0,"{'author': 'tjlarson_', 'dateCreated': '2010-10-27', 'inLanguage': 'English', 'heading': 'You will not see better performances this year', 'reviewBody': None, 'reviewRating': {'worstRating': 1, 'bestRating': 10, 'ratingValue': 9}}",3.65,R,"['Drama', 'Romance']",2011-01-28,"dysfunctional family,falling in love,unplanned pregnancy,motel room,dysfunctional marriage",PT1H52M,"[{'name': 'Ryan Gosling', 'url': 'https://www.imdb.com/name/nm0331516/'}, {'name': 'Michelle Williams', 'url': 'https://www.imdb.com/name/nm0931329/'}, {'name': 'John Doman', 'url': 'https://www.imdb.com/name/nm0231283/'}]","[{'name': 'Derek Cianfrance', 'url': 'https://www.imdb.com/name/nm0161834/'}]","[{'name': 'Derek Cianfrance', 'url': 'https://www.imdb.com/name/nm0161834/'}, {'name': 'Joey Curtis', 'url': 'https://www.imdb.com/name/nm0193387/'}, {'name': 'Cami Delavigne', 'url': 'https://www.imdb.com/name/nm2337556/'}]",3.85,4.3
31,Movie,Boga Boga,https://www.imdb.comhttps://www.imdb.com/title/tt18353064/,https://m.media-amazon.com/images/M/MV5BZjU1MDJlNWItODdiMC00MWFjLWI1ZjItZjMxNDk0MmFjZmVhXkEyXkFqcGdeQXVyMjExNjgyMTc@._V1_.jpg,"A couple from Istanbul, settling in a village in the Aegean region to start a new and peaceful life. However, they will quickly realize that they have many enemies in this village.","{'author': 'claszdsburrogato', 'dateCreated': '2023-05-13', 'inLanguage': 'English', 'heading': 'Boga Boga (2023) An interesting turkish film', 'reviewBody': 'Netflix presents us with many international movies, some good and some bad. In the case of Boga Boga, it&apos;s a very divisive film. Some people will love the movie because it&apos;s so different, but others will hate it for that very reason. However, I neither hated nor loved it, I found it to be an average film that has some highs and lows. He&apos;s pretty slow and that&apos;s something that will put some people off. At certain times the fact that it is slow helps a lot in the immersion and development of the film, on the other hand, at other times it becomes tiring. When a more frantic scene occurs, the director manages to do it in a well-executed way. The story is very interesting and thought-provoking, but the plot twist is pretty dull and its revelation leaves something to be desired. It&apos;s a movie I loved watching and most likely I&apos;ll watch it again in a while.', 'reviewRating': {'worstRating': 1, 'bestRating': 10, 'ratingValue': 6}}",2.85,TV-MA,"['Drama', 'Thriller']",2023-04-21,"couple,village,love,secret,life",PT1H52M,"[{'name': 'Kivanç Tatlitug', 'url': 'https://www.imdb.com/name/nm1833525/'}, {'name': 'Funda Eryigit', 'url': 'https://www.imdb.com/name/nm2985917/'}, {'name': 'Gürgen Öz', 'url': 'https://www.imdb.com/name/nm1965867/'}]","[{'name': 'Onur Saylak', 'url': 'https://www.imdb.com/name/nm2380484/'}]","[{'name': 'Cagdas Cetinkaya', 'url': 'https://www.imdb.com/name/nm15367467/'}, {'name': 'Hakan Gunday', 'url': 'https://www.imdb.com/name/nm4390866/'}]",3.05,3.95
330,Movie,Bolt,https://www.imdb.comhttps://www.imdb.com/title/tt0397892/,https://m.media-amazon.com/images/M/MV5BNDQyNDE5NjQ1N15BMl5BanBnXkFtZTcwMDExMTAwMg@@._V1_.jpg,0,"{'author': 'radioactive_man21', 'dateCreated': '2008-11-09', 'inLanguage': 'English', 'heading': 'Bolt brings back true Disney', 'reviewBody': None, 'reviewRating': {'worstRating': 1, 'bestRating': 10, 'ratingValue': 9}}",3.4,PG,"['Animation', 'Adventure', 'Comedy']",2008-12-03,"dog,cat,hamster,reference to tiger beat magazine,time bomb",PT1H36M,"[{'name': 'John Travolta', 'url': 'https://www.imdb.com/name/nm0000237/'}, {'name': 'Miley Cyrus', 'url': 'https://www.imdb.com/name/nm1415323/'}, {'name': 'Susie Essman', 'url': 'https://www.imdb.com/name/nm0261435/'}]","[{'name': 'Byron Howard', 'url': 'https://www.imdb.com/name/nm0397174/'}, {'name': 'Chris Williams', 'url': 'https://www.imdb.com/name/nm0930261/'}]","[{'name': 'Dan Fogelman', 'url': 'https://www.imdb.com/name/nm1557594/'}, {'name': 'Chris Williams', 'url': 'https://www.imdb.com/name/nm0930261/'}]",3.7,4.45
331,Movie,Born to Play,https://www.imdb.comhttps://www.imdb.com/title/tt12615654/,https://m.media-amazon.com/images/M/MV5BZDIyOTI4MjktMGVjNi00N2Y1LTkzZjItMGU4Njc0ZTEwMTJjXkEyXkFqcGdeQXVyMTc0OTE4NzA@._V1_.jpg,"Born to Play highlights the athletes of the Boston Renegades women&apos;s tackle football team. With heart, hustle, and hope, the Renegades are on the path to redemption after losing in their championship game the previous year. These ...","{'author': None, 'dateCreated': None, 'inLanguage': None, 'heading': None, 'reviewBody': None, 'reviewRating': {'worstRating': None, 'bestRating': None, 'ratingValue': None}}",3.5,0,"['Documentary', 'Sport']",2020-07-01,"women&apos;s football,female athlete,women&apos;s sports,boston massachusetts,football",PT1H32M,"[{'name': 'Brian Sweeney', 'url': 'https://www.imdb.com/name/nm12076072/'}]","[{'name': 'Viridiana Lieberman', 'url': 'https://www.imdb.com/name/nm3687782/'}]",[],0.0,5.0
332,Movie,Breath,https://www.imdb.comhttps://www.imdb.com/title/tt1553659/,https://m.media-amazon.com/images/M/MV5BNWY3YmZkZjctYjFlMS00Y2FhLTliYTMtMWQzNmJhNjBmNDQ1XkEyXkFqcGdeQXVyMzYxOTQ3MDg@._V1_.jpg,"After developing an interest in surfing, a teenage boy and his friend forge an unlikely friendship with an older surfer.","{'author': 'stevendgcooper', 'dateCreated': '2018-05-18', 'inLanguage': 'English', 'heading': 'Tim Winton&apos;s depiction of the southwest is drawing me back', 'reviewBody': 'Loved it. Having grown up in Western Australia in the 70&apos;s I loved every bit of this movie. Every bit that I could relate to that is. The feeling of being dumped in the surf, the chopper style pushies with banana seats, the poppity clatter of an old Kombie motor, the sandy WA bush, slipping on the rocks, the feeling of going up and over a wave just before it breaks, the rush of catching a wave, dancing badly at the school social, suntanned young skin, holding a girls hand, getting up at dawn to go surfing.. and of course, holding my breath under water just that bit too long. Couldn&apos;t help but not relate to avocado&apos;s in WA in the 70&apos;s.. I don&apos;t ever remember them.. and I&apos;m a bit of a nerd when it comes to WA number plates.. the Kombi had black plates with white characters. The number format was right, even the first letter U was authentic, but sorry I don&apos;t ever recall black background with white letters.', 'reviewRating': {'worstRating': 1, 'bestRating': 10, 'ratingValue': 9}}",3.35,TV-MA,"['Adventure', 'Drama', 'Romance']",2018-05-03,"sex with older woman,erotic asphyxiation,snow skier,female skier,underage sex",PT1H55M,"[{'name': 'Samson Coulter', 'url': 'https://www.imdb.com/name/nm8090667/'}, {'name': 'Ben Spence', 'url': 'https://www.imdb.com/name/nm5048166/'}, {'name': 'Simon Baker', 'url': 'https://www.imdb.com/name/nm0048932/'}]","[{'name': 'Simon Baker', 'url': 'https://www.imdb.com/name/nm0048932/'}]","[{'name': 'Gerard Lee', 'url': 'https://www.imdb.com/name/nm3096624/'}, {'name': 'Simon Baker', 'url': 'https://www.imdb.com/name/nm0048932/'}, {'name': 'Tim Winton', 'url': 'https://www.imdb.com/name/nm0936090/'}]",3.65,4.0
333,Movie,Brick Mansions,https://www.imdb.comhttps://www.imdb.com/title/tt1430612/,https://m.media-amazon.com/images/M/MV5BOTI0ODQ2MzY5NF5BMl5BanBnXkFtZTgwNTcxNzQxMTE@._V1_.jpg,An undercover Detroit cop navigates a dangerous neighborhood that&apos;s surrounded by a containment wall with the help of an ex-con in order to bring down a crime lord and his plot to devastate the entire city.,"{'author': 'fraser_reid26', 'dateCreated': '2014-05-07', 'inLanguage': 'English', 'heading': 'original was better', 'reviewBody': 'I saw the original back in 2006 and absolutely loved it and its sequel. I had high expectations for this purely because I always wished they had made a third and when I saw Paul Walker was involved I had hoped this remake would be on par or better. Unfortunately I was wrong. While Brick Mansions is not a terrible film my viewing was ruined due to my love of the first one which this is almost a shot for shot copy of. My love of the French original may have set the bar too high it seems. Also my only major personal gripe is the voice dubbing of David belle. For some reason it struck a nerve with me and I could never really appreciate any scene. If you&apos;re looking for a good way to blow 2 hours or haven&apos;t seen the original by all means go see it but for myself this was just not what I had expected. Solid 6/10.', 'reviewRating': {'worstRating': 1, 'bestRating': 10, 'ratingValue': 6}}",2.8,PG-13,"['Action', 'Crime', 'Thriller']",2014-05-06,"undercover,remake of french film,time bomb,crime lord,rescue",PT1H30M,"[{'name': 'Paul Walker', 'url': 'https://www.imdb.com/name/nm0908094/'}, {'name': 'David Belle', 'url': 'https://www.imdb.com/name/nm1042642/'}, {'name': 'RZA', 'url': 'https://www.imdb.com/name/nm0753526/'}]","[{'name': 'Camille Delamarre', 'url': 'https://www.imdb.com/name/nm0216214/'}]","[{'name': 'Luc Besson', 'url': 'https://www.imdb.com/name/nm0000108/'}, {'name': 'Bibi Naceri', 'url': 'https://www.imdb.com/name/nm1098947/'}, {'name': 'Ryan Amon', 'url': 'https://www.imdb.com/name/nm3375122/'}]",2.35,1.3
334,Movie,Bright,https://www.imdb.comhttps://www.imdb.com/title/tt5519340/,https://m.media-amazon.com/images/M/MV5BMTcyNzk5NDg1Nl5BMl5BanBnXkFtZTgwNTM5MDQxNDM@._V1_.jpg,0,"{'author': 'dfoxxc', 'dateCreated': '2017-12-22', 'inLanguage': 'English', 'heading': 'BOY, did the critics get this one wrong! WATCH and ENJOY!!', 'reviewBody': None, 'reviewRating': {'worstRating': 1, 'bestRating': 10, 'ratingValue': 8}}",3.15,TV-MA,"['Action', 'Fantasy', 'Thriller']",2017-12-22,"orc,buddy movie,elf,magic,wand",PT1H57M,"[{'name': 'Will Smith', 'url': 'https://www.imdb.com/name/nm0000226/'}, {'name': 'Joel Edgerton', 'url': 'https://www.imdb.com/name/nm0249291/'}, {'name': 'Noomi Rapace', 'url': 'https://www.imdb.com/name/nm0636426/'}]","[{'name': 'David Ayer', 'url': 'https://www.imdb.com/name/nm0043742/'}]","[{'name': 'Max Landis', 'url': 'https://www.imdb.com/name/nm0484840/'}]",4.15,1.35
335,Movie,Bright Star,https://www.imdb.comhttps://www.imdb.com/title/tt0810784/,https://m.media-amazon.com/images/M/MV5BMTg0NjEwNDgxNF5BMl5BanBnXkFtZTcwMjkyOTM3Mg@@._V1_.jpg,The three-year romance between 19th-century poet John Keats and Fanny Brawne near the end of his life.,"{'author': 'SnoopyStyle', 'dateCreated': '2016-08-21', 'inLanguage': 'English', 'heading': 'true romance', 'reviewBody': 'It&apos;s 1818 in Hampstead Village on outer London. Fanny Brawne (Abbie Cornish) is introduced to John Keats (Ben Whishaw). At first, he dismisses her as a fashionista. She pursues him by reading his poems. She shows compassion to his sick brother Tom who passes away. His lack of an income keeps him from truly pursuing a romance. His friend and writing mate Charles Brown (Paul Schneider) aims to show Fanny as a cruel flirt by sending her a Valentine.\n\nIn the sure hands of Jane Campion, this has both a poetic and true feel of romance. She shows restraint which only heightens the passion. The Brown valentine is a shocking turn and the height of romantic drama. In particular, Abbie Cornish delivers a compelling of a relentless love from the heart and passion from the time era.', 'reviewRating': {'worstRating': 1, 'bestRating': 10, 'ratingValue': 8}}",3.45,PG,"['Biography', 'Drama', 'Romance']",2009-11-06,"reed,artistic creation,period drama,costume drama,female director",PT1H59M,"[{'name': 'Abbie Cornish', 'url': 'https://www.imdb.com/name/nm0180411/'}, {'name': 'Ben Whishaw', 'url': 'https://www.imdb.com/name/nm0924210/'}, {'name': 'Paul Schneider', 'url': 'https://www.imdb.com/name/nm0773973/'}]","[{'name': 'Jane Campion', 'url': 'https://www.imdb.com/name/nm0001005/'}]","[{'name': 'Jane Campion', 'url': 'https://www.imdb.com/name/nm0001005/'}, {'name': 'Andrew Motion', 'url': 'https://www.imdb.com/name/nm1652346/'}]",3.4,4.15
336,Movie,Brother,https://www.imdb.comhttps://www.imdb.com/title/tt15474896/,https://m.media-amazon.com/images/M/MV5BZGNkYzk5NzktNGRiZS00OTk5LWE4NmEtNjEyZDc0ZjIwNTY1XkEyXkFqcGdeQXVyMTEwMTQ0Njk3._V1_.jpg,0,"{'author': 'steiner-sam', 'dateCreated': '2023-03-26', 'inLanguage': 'English', 'heading': 'Hard to watch, but the ring of truth', 'reviewBody': None, 'reviewRating': {'worstRating': 1, 'bestRating': 10, 'ratingValue': 8}}",3.45,0,"['Drama', 'Music']",2023-08-04,"brother brother relationship,police violence,growing up,black men,catatonic mother",PT1H59M,"[{'name': 'Lamar Johnson', 'url': 'https://www.imdb.com/name/nm4045841/'}, {'name': 'Aaron Pierre', 'url': 'https://www.imdb.com/name/nm7543974/'}, {'name': 'Marsha Stephanie Blake', 'url': 'https://www.imdb.com/name/nm1750371/'}]","[{'name': 'Clement Virgo', 'url': 'https://www.imdb.com/name/nm0899364/'}]","[{'name': 'David Chariandy', 'url': 'https://www.imdb.com/name/nm13824540/'}, {'name': 'Clement Virgo', 'url': 'https://www.imdb.com/name/nm0899364/'}]",2.15,0.0
337,Movie,Budapest,https://www.imdb.comhttps://www.imdb.com/title/tt7027092/,https://m.media-amazon.com/images/M/MV5BNjJkMzNjOTUtZjc3NC00ZjU1LWE0OTEtMGMxZTY5NzcxZjk3XkEyXkFqcGdeQXVyNTc5OTMwOTQ@._V1_.jpg,0,"{'author': 'easty_222', 'dateCreated': '2022-01-12', 'inLanguage': 'English', 'heading': 'Degeneration - Film Rate is ZERO.', 'reviewBody': None, 'reviewRating': {'worstRating': 1, 'bestRating': 10, 'ratingValue': 1}}",2.75,TV-MA,['Comedy'],2018-06-27,"budapest hungary,husband wife relationship,gun shooting,party planning,business partners",PT1H42M,"[{'name': 'Manu Payet', 'url': 'https://www.imdb.com/name/nm2176554/'}, {'name': 'Jonathan Cohen', 'url': 'https://www.imdb.com/name/nm3214170/'}, {'name': 'Monsieur Poulpe', 'url': 'https://www.imdb.com/name/nm4538802/'}]","[{'name': 'Xavier Gens', 'url': 'https://www.imdb.com/name/nm1164755/'}]","[{'name': 'Manu Payet', 'url': 'https://www.imdb.com/name/nm2176554/'}, {'name': 'Simon Moutaïrou', 'url': 'https://www.imdb.com/name/nm3709364/'}, {'name': 'Jonathan Cohen', 'url': 'https://www.imdb.com/name/nm3214170/'}]",1.75,0.0
338,Movie,Buffalo Boys,https://www.imdb.comhttps://www.imdb.com/title/tt6917210/,https://m.media-amazon.com/images/M/MV5BMjE5NTI2MTg5M15BMl5BanBnXkFtZTgwNjkxNjU3NjM@._V1_.jpg,0,"{'author': 'charlesdy', 'dateCreated': '2020-11-03', 'inLanguage': 'English', 'heading': 'Enjoyable Western like they used to make', 'reviewBody': None, 'reviewRating': {'worstRating': 1, 'bestRating': 10, 'ratingValue': 8}}",2.9,17+,"['Action', 'Drama', 'History']",2018-07-19,"opening action scene,hand to hand combat,martial arts,shootout,gunfight",PT1H42M,"[{'name': 'Yoshi Sudarso', 'url': 'https://www.imdb.com/name/nm3336353/'}, {'name': 'Ario Bayu', 'url': 'https://www.imdb.com/name/nm2523085/'}, {'name': 'Pevita Pearce', 'url': 'https://www.imdb.com/name/nm2678312/'}]","[{'name': 'Mike Wiluan', 'url': 'https://www.imdb.com/name/nm3156925/'}]","[{'name': 'Raymond Lee', 'url': 'https://www.imdb.com/name/nm0498066/'}, {'name': 'Mike Wiluan', 'url': 'https://www.imdb.com/name/nm3156925/'}]",1.95,3.95
339,Movie,Bullet to the Head,https://www.imdb.comhttps://www.imdb.com/title/tt1308729/,https://m.media-amazon.com/images/M/MV5BMzdlNmU4YjctNmIwMC00ZmViLWI3MmYtNGEwYTQ2ZWFiNGE2XkEyXkFqcGdeQXVyMTA4NjE0NjEy._V1_.jpg,0,"{'author': 'cosmo_tiger', 'dateCreated': '2013-07-10', 'inLanguage': 'English', 'heading': 'Stallone is one of the few actors who stays within his acting limits. Stallone fans will enjoy this, I did. I say B.', 'reviewBody': None, 'reviewRating': {'worstRating': 1, 'bestRating': 10, 'ratingValue': 6}}",2.85,R,"['Action', 'Crime', 'Thriller']",2013-02-01,"female rear nudity,clothed male naked female scene,man tied up,tied to chair,bloody nose",PT1H32M,"[{'name': 'Sylvester Stallone', 'url': 'https://www.imdb.com/name/nm0000230/'}, {'name': 'Jason Momoa', 'url': 'https://www.imdb.com/name/nm0597388/'}, {'name': 'Christian Slater', 'url': 'https://www.imdb.com/name/nm0000225/'}]","[{'name': 'Walter Hill', 'url': 'https://www.imdb.com/name/nm0001353/'}]","[{'name': 'Alessandro Camon', 'url': 'https://www.imdb.com/name/nm0131947/'}, {'name': 'Alexis Nolent', 'url': 'https://www.imdb.com/name/nm1989798/'}, {'name': 'Colin Wilson', 'url': 'https://www.imdb.com/name/nm5631325/'}]",0.0,0.0
340,Movie,Bumi Manusia,https://www.imdb.comhttps://www.imdb.com/title/tt10540024/,https://m.media-amazon.com/images/M/MV5BOTRlOTI4NzEtM2E2Yi00MTZlLTk3NmMtMmM5MGM5ZjQzNzBjXkEyXkFqcGdeQXVyNzY4NDQzNTg@._V1_.jpg,A native Javanese boy and a mixed-Dutch girl fall in love during the early 20th-century colonial turbulence in Dutch East Indies (now Indonesia).,"{'author': 'stefannyku-63247', 'dateCreated': '2022-08-06', 'inLanguage': 'English', 'heading': 'Actor look stiff, directing is bad, camera looks not artistic enough', 'reviewBody': 'Its not as good as promoted, i do hope the story have some layer in it but no. The directing and story writing could be done better. As usual the actors in Indonesians movie looks asa stiff as robots and inhuman.', 'reviewRating': {'worstRating': 1, 'bestRating': 10, 'ratingValue': 5}}",3.45,16+,"['Drama', 'History']",2019-08-15,"love,surabaya,parent,javanese,paint",PT3H1M,"[{'name': 'Iqbaal Dhiafakhri Ramadhan', 'url': 'https://www.imdb.com/name/nm4538137/'}, {'name': 'Mawar Eva de Jongh', 'url': 'https://www.imdb.com/name/nm9762527/'}, {'name': 'Sha Ine Febriyanti', 'url': 'https://www.imdb.com/name/nm1237670/'}]","[{'name': 'Hanung Bramantyo', 'url': 'https://www.imdb.com/name/nm2538739/'}]","[{'name': 'Pramoedya Ananta Toer', 'url': 'https://www.imdb.com/name/nm0996364/'}, {'name': 'Salman Aristo', 'url': 'https://www.imdb.com/name/nm2679404/'}]",0.0,0.0
341,Movie,Busanhaeng,https://www.imdb.comhttps://www.imdb.com/title/tt5700672/,https://m.media-amazon.com/images/M/MV5BMTkwOTQ4OTg0OV5BMl5BanBnXkFtZTgwMzQyOTM0OTE@._V1_.jpg,"While a zombie virus breaks out in South Korea, passengers struggle to survive on the train from Seoul to Busan.","{'author': 'mpaulso', 'dateCreated': '2017-08-01', 'inLanguage': 'English', 'heading': 'Zombie Revival', 'reviewBody': 'Train to Busan was a treat. \n\nA look into Selfishness vs Selflessness and Individual vs The Collective.\n\nI can&apos;t remember the last time I enjoyed a foreign film this much. The cinematography is excellent, the story is original, and I will definitely be keeping an eye on Sang-ho Yeon&apos;s future projects.', 'reviewRating': {'worstRating': 1, 'bestRating': 10, 'ratingValue': 8}}",3.8,17+,"['Action', 'Horror', 'Thriller']",2016-08-31,"train,zombie,father daughter relationship,survival,zombie apocalypse",PT1H58M,"[{'name': 'Gong Yoo', 'url': 'https://www.imdb.com/name/nm1508003/'}, {'name': 'Jung Yu-mi', 'url': 'https://www.imdb.com/name/nm1869756/'}, {'name': 'Ma Dong-seok', 'url': 'https://www.imdb.com/name/nm3011350/'}]","[{'name': 'Sang-ho Yeon', 'url': 'https://www.imdb.com/name/nm3613566/'}]","[{'name': 'Joo-Suk Park', 'url': 'https://www.imdb.com/name/nm6711056/'}, {'name': 'Sang-ho Yeon', 'url': 'https://www.imdb.com/name/nm3613566/'}]",0.0,0.0
32,Movie,Buya Hamka,https://www.imdb.comhttps://www.imdb.com/title/tt10656212/,https://m.media-amazon.com/images/M/MV5BMjhkZjQyOGYtM2Y3OS00ZDFjLWFiMTEtMzJmNjBjNmM0MTFiXkEyXkFqcGdeQXVyMTEzMTI1Mjk3._V1_.jpg,"This sweeping biopic captures the life of renowned Muslim scholar Buya Hamka, from his humble West Sumatra origins to his political achievements.","{'author': None, 'dateCreated': None, 'inLanguage': None, 'heading': None, 'reviewBody': None, 'reviewRating': {'worstRating': None, 'bestRating': None, 'ratingValue': None}}",3.35,SU,"['Biography', 'Drama', 'History']",2023-04-19,"based on real people,1920s,year 1929,wedding,love",PT1H46M,"[{'name': 'Vino G. Bastian', 'url': 'https://www.imdb.com/name/nm2534580/'}, {'name': 'Laudya Cynthia Bella', 'url': 'https://www.imdb.com/name/nm2534118/'}, {'name': 'Donny Damara', 'url': 'https://www.imdb.com/name/nm1256891/'}]","[{'name': 'Fajar Bustomi', 'url': 'https://www.imdb.com/name/nm3033057/'}]","[{'name': 'Cassandra Massardi', 'url': 'https://www.imdb.com/name/nm2935111/'}, {'name': 'Alim Sudio', 'url': 'https://www.imdb.com/name/nm3015321/'}]",0.0,0.0
342,Movie,Cahaya dari timur: Beta Maluku,https://www.imdb.comhttps://www.imdb.com/title/tt3813456/,https://m.media-amazon.com/images/M/MV5BY2U0YTMxNGEtMzJkNy00N2Y2LTgyODktNzNkYTA1YjYxMzIyXkEyXkFqcGdeQXVyMjc0MjEwOA@@._V1_.jpg,0,"{'author': 'nitorch', 'dateCreated': '2014-12-08', 'inLanguage': 'English', 'heading': 'Inspiring story from Indonesia, and one of the better films from this country...', 'reviewBody': None, 'reviewRating': {'worstRating': 1, 'bestRating': 10, 'ratingValue': 7}}",3.95,13+,"['Biography', 'Drama', 'Sport']",2014-06-19,"football,soccer,news broadcast,looting,motorcycle",PT2H31M,"[{'name': 'Chicco Jerikho', 'url': 'https://www.imdb.com/name/nm6579199/'}, {'name': 'Abdurrahman Arif', 'url': 'https://www.imdb.com/name/nm2853343/'}, {'name': 'Jajang C. Noer', 'url': 'https://www.imdb.com/name/nm0658943/'}]","[{'name': 'Angga Dwimas Sasongko', 'url': 'https://www.imdb.com/name/nm2806693/'}]","[{'name': 'Swastika Nohara', 'url': 'https://www.imdb.com/name/nm5066484/'}, {'name': 'Mohammad Irfan Ramly', 'url': 'https://www.imdb.com/name/nm6579202/'}, {'name': 'Angga Dwimas Sasongko', 'url': 'https://www.imdb.com/name/nm2806693/'}]",0.0,0.0
